218775148495515649	111113	positive	musical awareness: great big beautiful tomorrow has an ending, now is the time does not
258965201766998017	111115	negative	on radio786 100.4fm 7:10 fri oct 19 labour analyst shawn hattingh: cosatu's role in the context of unrest in the mining URL
262926411352903682	111117	negative	kapan sih lo ngebuktiin,jan ngomong doang susah susah.usaha aja blm udh nyerah,inget.if you never try you'll never know.cowok kok gentle bgt
254948834910818305	111120	negative	tomorrow come and hear AT_USER debate ""navigating the new higher education market"" 5.30pm, jurys inn cpc12
171874368908050432	111121	negative	excuse the connectivity of this live stream, from baba amr, so many activists using only one sat modem. live URL homs
256010056942903296	111123	positive	show your love for your local field &amp; it might win an award! gallagher park bedlington current 4th in national award URL
261776619146985472	111128	neutral	AT_USER can you tell me when an update for the apple tv 3rd gen becomes available? the missing update holds me back from buying appletv3
264143999374356481	111131	negative	AT_USER the crown, filthy mcnastys, katy dalys or the duke if york in belfast! can't wait to catch you guys tomorrow night!
223052929131757571	111133	negative	uncover the eternal city! return flights to rome travel on the 21st january, for 3 nights augustea, 3 star hotel... URL
264088575476391936	111134	negative	my cre blog oklahoma per square foot returns to the AT_USER blog hub tomorrow. i will have some interesting local data to share.
264033815066984448	111136	negative	AT_USER loads from sb; talks with chester continue; no deals 4 out of contract players 'til jan; dev t roth ,coops to chest'ld hcafc
263720820428394496	111140	negative	trey burke has been suspended for the northern michigan game (exhibition) tomorrow. URL
258639996037259264	111143	negative	w.o.w wednesday!marni lands this lumberjack vest for the ladies looking to bring a little tom boy toughness URL
250981027969896448	111146	negative	activists in deir ezzor captured this image of musab bin umair mosque after regime forces set it on fire wednesday. URL
195554987919679488	111148	negative	AT_USER you will appreciate this.. sunday brunch coffee: normal cup in b/g and then the bowl of java. yowza. URL
260536025800142848	111152	negative	join me wed for a live webcast on cost optimization for it, for the smb crowd. URL &lt;&lt; send your questions in! dellwebcast
263473556753620993	111158	positive	special thanks to everyone for coming out to taboo tuesday with dst tonight! it was fun&amp;educational!!! :) AT_USER
263182075434254336	111161	negative	AT_USER that was the revelation i mentioned on sunday evening. i am still in abj. how are u &amp; where have u been again?
262434763493748736	111163	negative	kim hyung jun - football team the 2nd a match at yeongdeungpo-gu daerimdong [12.10.27] credit : tlxhah 6 URL
256514267149385729	111164	negative	the audio booth is ready to blow the roof off the comcast center tomorrow! are you? mdmadness URL
263733718085140481	111167	negative	just seen AT_USER at radio city and now get to see then again on the 28th!! so excited!!!
241403423130525699	111169	neutral	i may or may not be jumping around the lounge to some random boy band on mtv hits
263690432473624578	111171	negative	whos trying to go to buenos aires with me february 23rd? armin van buuren &amp; carl cox! ...how does it get better?!
260072342905049088	111173	negative	AT_USER just bought tickets to see george groves and ricky burns fight in december, can't wait!!!
259780914509389824	111175	negative	AT_USER just be tryna hate on ma' 2nd babydaddy kirko bangz.
264208681338560513	111177	negative	looks like im going to the uga vs. ole miss game on saturday, hottytoddy
263858456455421954	111179	negative	AT_USER - if you ain't doing nothing saturday: slide through aja, they got me hosting it.
202969121271459840	111181	negative	new 50 cent mixtape may 22, hospitalized for mystery illness today: new 50 cent songs for the gangsta grillz 201... URL
263307152398090240	111185	negative	AT_USER AT_USER looks like we'll be getting an extended look at gerald green, saturday. running w/ the starters in practice w/ dg out.
263509025059127296	111190	negative	also, just want to remind all our band folks the deadline is approaching submit to sxsw 2013- get it in by nov 7th! URL
242710540542164992	111191	negative	texas ranked no. 4 in latest avca poll, minnesota is no. 14 so make your plans to watch this thursday and friday at gregory gym live
262850595428380672	111192	negative	sicily may form grand coalition, italian udc party leader: (agi) rome - on monday rocco buttiglione, the leader ... URL
246289024552148992	111193	negative	AT_USER i condemned both the measures but relating it to religion is cheap. if done in jan then holi, if done now, then diwali
247476146642485249	111196	negative	the john hancock building is lit up green, must be to celebrate that tomorrow is six months to st patricks day :) let the countdown begin &lt;3
261351584410247168	111202	negative	AT_USER can it get much better than three tv's saturday night with ws g3, um @ neb and nd @ ou all going at the same time?
243074408409882624	111207	negative	check out party on the plaza outside of gregory gym tomorrow from 10am-5pm and meet representatives from over 200... URL
259492614355693568	111211	negative	i got that drank i mix that lean ..i throw the money up and then i walk on green ...kirko bangz got a hit and i was shitting on him at 1st
263485976356220928	111213	negative	preview: los angeles galaxy vs. vancouver whitecaps: thursday night marks the first... URL soccer local_to education
264048609081839616	111214	negative	college football picks: saturday parlay: the pac-12, the big ten, and the southeastern conference all have intri... URL
245953055655329793	111215	negative	just in: apple announced the iphone 5 wednesday at the yerba buena center in san francisco. rumors leading up to... URL
254429009956442112	111218	neutral	fuck i have the sats tomorrow
258973983444201473	111220	negative	nhl lockout: sidney crosby in town as talks set to begin thursday afternoon: players are gathering at the nhlpa... URL
199458824422309889	111221	negative	AT_USER oo nga eh :( may picture sana ako with prepix!!!!
263606229534912512	111223	negative	a rumor popped out about an AT_USER concert in kyiv this february. i wonder how true that is. i'm so going if it's true, though.
248596588128256000	111227	negative	thursday night football on cbs college sports live from walton stadium - put your black on and get the red out!
260938512579309568	111228	negative	october 29th 2012: neil degrasse tyson &amp; michio kaku launch a covert mission deep into the heart of italy to rescue incarcerated scientists.
242693222088994816	111230	negative	let's see whatcha got and you could win an ipad hd! submit your deep creek lake area photos before this wednesday,... URL
264061951431294977	111232	negative	njea teacher's convention_ nov 8th &amp; 9th in atlantic city has been cancelled for the 1st time in its 158-year history.
206234768495493121	111236	negative	if you're around on saturday, go see AT_USER and AT_USER at stubb's battle of the bands. proceeds go to invisible children.
263106118883086339	111238	negative	blueberry muffins last night, brownies tonight, oreo balls wednesday...i'm done.
233676168828698624	111239	neutral	definitely wish i could catch this tomorrow night. dare night: lockdown AT_USER at the gladstone hotel. URL
264167170261516288	111241	neutral	dad just said if obama wins on tuesday he is moving to cuba dontknowwhatyourtalkingbout butok
260806244938440704	111243	negative	when i am king, kendrick lamar &amp; anna kendrick will wed and he will be forced to take her name, thereby making him kendrick kendrick.
257409607423647744	111245	negative	funding received from coe to organise national seminar on state of youth work in uk 15 &amp; 16 nov at dmu. inbox if u can add value to it
197048860416290818	111246	negative	watching the kony 2012 video for the 3rd time. this time in adviory.
259278100196638720	111247	negative	just because the sun isn't out doesn't mean you can't get your tan on ! come by hollywood tans and check out the specials !!!!
260806302903721984	111248	negative	AT_USER it is the apple tv's form factor... 1st gen, but still apple tv! :d how about ios with camera tracking on a 60"" tv?
248965691384942593	111250	negative	1st major league hr for jose iglesias extends the sox lead to 4-1 in the top of the 9th.
263737807867088896	111251	neutral	trey burke suspended for the men's basketball team's exhibition game tomorrow: URL
261166794998427649	111253	negative	AT_USER jan, i just spoke to joe zellner &amp; smb team, they are fine. we even had two couples who went ahead with their weddings today :).
263432435772051456	111256	neutral	i love robert griffin the 3rd !! :)
259373916156481536	111259	negative	several AT_USER games with indy implications sat. msu vs mich and neb vs nw results may determine a driver in the crowded legends race.
260941359580598273	111262	negative	center stage with mark gordon live tues. at 7pm (pst) on kxlu los angeles, 88.9 fm and URL feat. interviews with filmmakers
249900139236446208	111263	negative	march 8th is international women's day.april 1st should be international men's day where they would brag 24/7 like any other day of the year
263828483086626816	111265	negative	AT_USER as heartbreaking as ole miss was, i can live with it. AT_USER put it down, and i can't wait to see him saturday! wps
263266713754279936	111268	neutral	AT_USER - you know what the holidays alright went hilton hotel with the girls on sat had a laugh and that what about you
254427164844367872	111269	neutral	feeling sick happy i don't have to take the sats tomorrow
181145721716736000	111272	negative	st pattys is no big deal for me, no fucks are given, but cinco de mayo on the other hand .. thats my 2nd bday .
244853909334663170	111275	negative	remember our screening with members from invisible children is this wednesday, september 12th from 7 to 815 pm at culler hall 046 for free!
257721212527071233	111276	negative	AT_USER if you're grandmother is your sister, you may be a redneck. sorry, i sounded like jeff foxworthy. please don't block me.
255780352755376128	111279	negative	mt AT_USER syria, deir ezzor: mohammed al-saleh was martyred due to the shelling of the city. tuesday, 9 october. URL
263797952651350019	111284	negative	chicago bulls.. :-) and yes, im watching it.. dreams to come true.. :-) :-) :-) to make it more sweeter, 2nd URL
241208302044860416	111290	negative	please be advised that round 5 of the eastern province special stage rally championship, scheduled for the 8th of... URL
264001674694246400	111295	neutral	the sun is shining over the uoncareersroadshow at sb. fingers crossed for tomorrow at the exchange building, jc from 11am!...
199739480750555136	111299	neutral	it's smash project's 2nd monthsary today! i think that's reason enough to vote and request to make endlessly number one today! :)
254686292045086721	111301	negative	AT_USER hi martina - am at st. patrick's tomorrow for 10:30 mass. hope to see you then.
242897531275706368	111303	negative	cao cao may have his zhang liao, but i can match him with my friend gan ning."" - sun quan
233490936322215936	111305	positive	happy thursday, day before friday, international women's day and happy 3 more days of the olympics.. yay! xx
